published_at,ticker,title,desc,url,source,sentiment,sentiment_score
2024-09-18 22:17:16+00:00,MSFT,Microsoft: Buy In Time For AI Payoff (NASDAQ:MSFT),Microsoft stock is positioned for material outperformance thanks to AI-related investments. Read more on what the market can expect from MSFT.,https://seekingalpha.com/article/4721958-microsoft-buy-in-time-for-ai-payoff,seekingalpha.com,,
2024-09-18 21:00:00+00:00,MSFT,iLearningEngines and GenLab Venture Studio Announce Strategic Alliance to fast-track Enterprise AI Applications Using Generative AI within Global Enterprises,Partnership aims to leverage ILE’s AI Platform and GenLab’s Trusted AI leadership to accelerate Generative AI application development within global...,https://www.globenewswire.com/news-release/2024/09/18/2948635/0/en/iLearningEngines-and-GenLab-Venture-Studio-Announce-Strategic-Alliance-to-fast-track-Enterprise-AI-Applications-Using-Generative-AI-within-Global-Enterprises.html,globenewswire.com,,
2024-09-18 20:34:00+00:00,MSFT,S&P 500 and Dow hit new records,"The S&P 500 and Dow Jones Industrial Average reach unprecedented highs, marking a milestone in the stock market.",https://www.killerstartups.com/sp-500-and-dow-hit-new-records/,killerstartups.com,,
2024-08-19 22:36:23+00:00,MSFT,Market Momentum Continues as Wall Street Rides Wave of Optimism,"In a stunning display of resilience, U.S. stocks surged on Monday, building upon their most robust weekly performance in a year. The financial markets, seemingly unfazed by earlier August jitters, painted a picture of renewed confidence as all major indices closed at their session peaks. The S&P 500 (^GSPC), often…",https://wallstreetpit.com/119479-market-momentum-continues-as-wall-street-rides-wave-of-optimism/,wallstreetpit.com,,
2024-08-19 22:32:24+00:00,MSFT,"Market Today: Tesla's Humanoid Robot Project, Palo Alto Networks Earnings Beat, and Intel Workforce","Market OverviewThe stock market entered the new week with a continuation of last week's rally. A last-minute push higher had the S&P 500 (+1.0%), Nasdaq Composi",https://www.gurufocus.com/news/2506010/market-today-teslas-humanoid-robot-project-palo-alto-networks-earnings-beat-and-intel-workforce,gurufocus.com,,
2024-08-19 21:00:20+00:00,MSFT,"Wall St ends higher, extending rally ahead of Jackson Hole","The S&P 500 and the Nasdaq extended their winning streak to eight consecutive sessions, the longest in 2024. Read more at straitstimes.com.",https://www.straitstimes.com/business/companies-markets/wall-st-ends-higher-extending-rally-ahead-of-jackson-hole,straitstimes.com,,
2024-07-20 18:31:00+00:00,MSFT,"Notable analyst calls this week: Shopify, CrowdStrike and Chegg among top picks","The article provides updates on stock market movements, analyst calls, and potential opportunities and risks for various companies, including Shopify,...",https://seekingalpha.com/news/4125888-notable-analyst-calls-this-week-shopify-crowdstrike-and-chegg-among-top-picks,seekingalpha.com,,
2024-07-20 17:51:49+00:00,MSFT,Microsoft says CrowdStrike defect affected 8.5M Windows devices (NASDAQ:MSFT),Microsoft (MSFT) on Saturday said 8.5M Windows devices had been affected by the global IT outage. Read more here.,https://seekingalpha.com/news/4126041-crowdstrike-defect-affected-85m-devices-or-less-than-1-of-all-windows-machines,seekingalpha.com,,
2024-07-20 16:46:03+00:00,MSFT,Microsoft global outage: Which are the companies and services critically affected by due to the CrowdStrike issue?,"The global outage due to a technical issue around Microsoft's applications and services has largely affected businesses and institutions in different countries. Flight operations, banks, retailers and IT firms were at the receiving end of this IT outage, that has left people in panic.",https://economictimes.indiatimes.com/news/international/us/microsoft-global-outage-which-are-the-companies-and-services-critically-affected-by-due-to-the-crowdstrike-issue/articleshow/111890423.cms,economictimes.indiatimes.com,,
2024-06-20 22:33:43+00:00,MSFT,"S&P 500 closes lower after record high, weighed by chips stocks, economic data","The S&P 500 and Nasdaq closed lower on Thursday, as market bellwether Nvidia retreated from earlier gains, while investors evaluated recent economic data and commentary from Federal Reserve officials to determine the timing of interest-rate cuts this year.",https://theedgemalaysia.com/node/716213,theedgemarkets.com,,
2024-06-20 22:32:24+00:00,MSFT,"Market Today: Nvidia Dominates, Starbucks Declares Dividend, and AI Stocks Surge","Market Performance
The stock market opened with gains, driven by a strong performance from NVIDIA (NVDA). Shares of NVDA had been up as much as 3.8% earlier, he",https://www.gurufocus.com/news/2461596/market-today-nvidia-dominates-starbucks-declares-dividend-and-ai-stocks-surge,gurufocus.com,,
2024-06-20 21:08:54+00:00,MSFT,Nasdaq streak of records ends as Nvidia falls,"Dow Jones Industrial Average climbs 0.8 per cent to 39,134.76. Read more at straitstimes.com.",https://www.straitstimes.com/business/companies-markets/nasdaq-streak-of-records-ends-as-nvidia-falls,straitstimes.com,,
2024-05-21 21:56:33+00:00,MSFT,Wall Street: double record on eve of FOMC minutes,"There's no stopping Wall Street on the eve of the publication of the minutes of the latest FOMC meeting: Microsoft served as the driving force, consolidating its position as the world's largest...",https://www.marketscreener.com/quote/index/DOW-JONES-INDUSTRIAL-4945/news/Wall-Street-double-record-on-eve-of-FOMC-minutes-46787856/,marketscreener.com,,
2024-05-21 21:54:23+00:00,MSFT,"Microsoft's ChatGPT-4o integration, ethereum surge, retail earnings: Market Domination","On today's episode of Market Domination, Yahoo Finance Hosts Julie Hyman and Josh Lipton break down some of the trading day's biggest stories and the AI boom's impact on the market (^DJI,^GSPC, ^IXIC). Federal Reserve Governor Christopher Waller said he favors holding higher interest rates for longer, needing several months of favorable inflation data before pursuing rate cuts. Hennion & Walsh chief investment officer Kevin Mahn warns that this could be a slippery slope:",https://finance.yahoo.com/video/microsofts-chatgpt-4o-integration-ethereum-215423214.html?.tsrc=rss,finance.yahoo.com,,
2024-05-21 21:38:35+00:00,MSFT,"Dow Jones Futures: Nasdaq Hits High, Eli Lilly Breaks Out, But Here Comes Nvidia",Dow Jones futures: The Nasdaq hit a fresh high Tuesday as Eli Lilly and Microsoft led stocks flashing buy signals. Nvidia earnings loom.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-nasdaq-hits-high-eli-lilly-breaks-out-but-here-comes-nvidia/,investors.com,,
2024-04-21 23:46:53+00:00,MSFT,US stock futures rise after two weeks of bruising losses By Investing.com,US stock futures rise after two weeks of bruising losses,https://www.investing.com/news/stock-market-news/us-stock-futures-rise-after-two-weeks-of-bruising-losses-3387721,investing.com,,
2024-04-21 23:39:44+00:00,MSFT,Asian Traders Await Key Data; US Futures Climb: Markets Wrap,Asian markets were set for a muted open Monday as focus shifts to a slew of company earnings and economic data this week for insight into the direction of…,https://financialpost.com/pmn/business-pmn/asian-traders-await-key-data-us-futures-climb-markets-wrap,financialpost.com,,
2024-04-21 23:36:36+00:00,MSFT,"Microsoft Hires Ex-Meta Platforms Exec Jason Taylor To Boost Data Centers, OpenAI Supercomputers - The Information","April 21  -
              * MICROSOFT HIRES EX-META PLATFORMS EXEC TO BOOST DATA
CENTERS,
OPENAI SUPERCOMPUTERS - THE INFORMATION
Source text: [https://tinyurl.com/3rb9274n]
Further...",https://www.marketscreener.com/quote/stock/MICROSOFT-CORPORATION-4835/news/Microsoft-Hires-Ex-Meta-Platforms-Exec-Jason-Taylor-To-Boost-Data-Centers-OpenAI-Supercomputers-T-46487657/,marketscreener.com,,
